student_id,minutes_watched
152611,1288.00
152659,888.05
152692,1328.55
152766,228.57
152811,1030.28
152825,26.32
152826,0.12
152855,238.50
152884,333.22
152896,108.77
152969,398.15
152970,664.00
152978,177.65
152979,593.82
152999,658.00
153050,946.63
153091,675.25
153103,737.12
153223,1326.68
153229,178.55
153255,1329.48
153351,832.48
153379,0.98
153388,79.75
153478,488.78
153509,1740.48
153519,1902.13
153526,949.75
153558,1870.82
153574,301.20
153700,194.98
153726,345.02
153741,705.83
153762,580.75
153773,198.67
153885,299.35
153895,261.15
153897,7.92
153931,661.85
153934,373.17
153938,323.05
153953,989.88
153956,201.83
153971,4.92
153972,2834.28
153974,231.35
153987,775.28
154046,571.18
154050,246.15
154092,962.97
154108,150.52
154128,29.75
154133,130.73
154143,211.20
154171,887.10
154181,1424.18
154300,228.60
154320,274.73
154378,638.63
154458,532.10
154460,0.05
154491,523.13
154508,360.97
154509,643.17
154556,1383.57
154559,62.87
154576,419.92
154600,415.22
154656,345.20
154674,252.57
154713,36.83
154750,417.25
154821,1104.77
154853,512.77
154921,35.22
154995,259.18
155034,1058.55
155035,351.13
155037,425.55
155073,178.07
155087,11.42
155096,309.78
155116,90.92
155280,288.47
155301,185.67
155427,1388.75
155431,250.58
155444,484.17
155456,878.15
155459,436.77
155462,687.27
155466,505.05
155494,194.12
155621,1586.85
155628,5.85
155694,306.13
155712,26.27
155741,300.65
155744,141.73
155747,54.37
155805,63.07
155816,0.07
155845,232.27
155897,97.67
155912,270.17
155918,509.05
155924,749.98
155926,69.53
155961,38.90
155973,635.02
155987,159.82
155992,353.88
156042,641.63
156043,4609.43
156057,843.28
156077,100.02
156078,190.70
156080,96.02
156132,23.87
156152,9.43
156159,574.47
156167,880.03
156171,154.95
156180,19.18
156182,172.95
156184,657.43
156191,39.43
156194,5.82
156206,1348.98
156211,149.77
156218,580.92
156219,914.37
156226,129.37
156231,394.80
156234,234.73
156240,125.62
156241,944.38
156250,154.87
156251,153.07
156253,397.47
156257,795.08
156271,121.75
156274,29.02
156276,215.33
156291,161.15
156293,177.35
156296,26.57
156318,14.70
156319,365.22
156323,2.10
156324,1417.85
156325,42.87
156343,139.40
156344,681.78
156348,614.47
156360,465.18
156362,102.55
156388,322.40
156389,103.57
156391,155.32
156399,759.35
156400,53.50
156406,848.27
156407,532.32
156409,41.45
156417,474.30
156427,502.03
156428,337.15
156431,25.12
156439,46.97
156441,311.60
156444,23.25
156446,415.77
156461,698.67
156464,181.88
156467,11.30
156482,460.35
156484,1029.32
156487,250.82
156494,2.73
156498,659.53
156501,6.22
156504,189.40
156510,150.07
156512,246.50
156519,405.88
156521,274.22
156534,1311.15
156541,252.80
156543,70.25
156547,876.27
156549,88.17
156551,12.22
156561,434.55
156564,30.07
156568,4.25
156582,189.60
156584,259.03
156587,136.30
156588,40.52
156592,378.27
156604,0.83
156605,80.63
156607,70.83
156608,422.48
156610,839.17
156612,157.78
156619,9.98
156631,197.17
156647,1322.18
156649,69.03
156656,829.48
156661,1.52
156674,525.92
156680,289.67
156686,932.75
156687,72.38
156691,178.42
156693,299.12
156694,514.73
156695,950.02
156699,4760.63
156703,153.53
156708,20.15
156716,527.73
156719,168.42
156725,139.38
156727,70.43
156743,124.52
156748,335.43
156752,121.02
156753,74.62
156757,496.35
156760,162.05
156770,64.93
156772,121.07
156774,68.77
156775,451.88
156777,0.12
156778,123.58
156780,0.07
156787,201.48
156822,216.75
156831,816.57
156838,66.13
156841,328.68
156843,465.70
156844,652.75
156845,985.00
156896,1257.48
156901,136.40
156905,352.15
156908,254.92
156925,4089.87
156931,262.98
156966,351.92
156975,39.40
156996,2593.60
157012,114.75
157039,324.60
157115,2446.62
157118,190.33
157134,163.95
157146,91.62
157184,132.50
157198,232.97
157202,147.75
157218,440.82
157232,632.92
157248,426.32
157272,13.15
157277,1187.90
157285,111.87
157306,63.80
157313,178.40
157334,589.83
157360,357.75
157377,107.57
157419,274.72
157423,341.95
157465,234.17
157476,446.65
157525,2.62
157526,57.03
157536,21.97
157578,62.05
157600,120.00
157642,286.55
157653,70.92
157686,41.13
157698,502.48
157722,194.07
157777,236.57
157786,178.00
157816,903.90
157841,211.62
157853,435.78
157904,615.23
157905,413.43
157911,466.42
157913,19.37
157914,15.57
157915,52.88
157916,67.57
157933,332.08
157934,64.48
157971,905.18
157974,77.08
157977,174.03
157988,237.60
157989,84.18
157997,516.37
158031,27.70
158038,540.15
158045,139.23
158054,346.48
158104,176.07
158105,47.35
158119,59.40
158179,448.95
158205,275.27
158260,132.95
158272,214.20
158336,102.08
158376,174.65
158413,19.60
158466,111.17
158482,0.45
158706,3.02
